Date,Close,Equity
0.9399,2746.67,10000
0.9391,2711.89,10000
0.9012,12570.6,10000
0.9103,12626.5,10000
0.8999,15271.3,10000
0.885,4527.85,10000
0.87,4546.05,10000
0.8645,8869.01,10000
0.9329,3725.51,10000
0.88,4822.83,10000
0.918,660.31,10000
0.8925,5269.24,10000
0.8949,2732.16,10000
0.87,7929.62,10000
0.86,7159.78,10000
0.8254,14226.2,10000
0.8165,9875.04,10000
0.765,5815.32,10000
0.7522,3695.96,10000
0.759,12147.7,10000
0.809,13262.3,10000
0.8497,14009.4,10000
0.8669,4819.42,10000
0.8838,11756.4,10000
0.8552,5337.15,10000
0.8275,12565.1,10000
0.799,4215.02,10000
0.7925,3218.22,10000
0.7897,6875.08,10000
0.7846,3186.77,10000
0.7741,2493.59,10000
0.782,3931.39,10000
0.779,31155.5,10000
0.68,9730.3,10000
0.71,8703.95,10000
0.74,10833,10000
0.7538,18207.3,10000
0.75,12119.4,10000
0.73,5348.98,10000
0.7369,14645.9,10000
0.77,48417.6,10000
0.86,43397.6,10000
0.9225,31111.9,10000
1.0,50304.6,10000
0.9899,28869.3,10000
1.05,24225.7,10000
1.112,27478.7,10000
1.162,12556.7,10000
1.198,21345,10000
1.142,39295.7,10000
1.21,39415.4,10000
1.409,66620.4,10000
1.7,21541.7,10000
1.631,13471.6,10000
1.559,24054.3,10000
1.795,33055.3,10000
1.9,100238,10000
2.211,57577.3,10000
2.88,65427.8,10000
3.55,45772.1,10000
3.033,18333.8,10000
3.2,16919.2,10000
3.41,17278.3,10000
3.406,15350.3,10000
3.333,23014.7,10000
3.452,17833.3,10000
3.641,21132.5,10000
3.866,11520.9,10000
3.8,56217.3,10000
5.81,52569.2,10000
5.5,31722.5,10000
6.3,64003.4,10000
8.198,55390.4,10000
7.198,18294.9,10000
6.987,44141.4,10000
8.034,35345.5,10000
7.19,25403.4,10000
6.88,24436.4,10000
6.811,44460.4,10000
5.59,31111.9,10000
6.12,23872.2,10000
6.69,35279.9,10000
7.15,29282.5,10000
7.42,64049.9,10000
8.4,28645,10000
8.798,14431.8,10000
8.5,12247.7,10000
8.3,7487.54,10000
8.43,17680.2,10000
8.8,45794.4,10000
8.741,43480,10000
9.57,41047.3,10000
10.6,72980.2,10000
14.29,44475.3,10000
18.89,24279,10000
16.7,55092.5,10000
18.55,53715,10000
23.92,104925,10000
29.6,62933.7,10000
28.92,92208.2,10000
23.95,121870,10000
14.65,151194,10000
18.55,73421.8,10000
19.84,36156,10000
19.28,27711.9,10000
19.49,49202.1,10000
17.0,108624,10000
15.68,35536.6,10000
16.89,30176.7,10000
17.51,0,10000
17.51,0,10000
17.51,0,10000
17.51,0,10000
17.51,0,10000
17.51,0,10000
17.51,15053.9,10000
16.45,31452.5,10000
16.75,24398.2,10000
16.95,21043.4,10000
16.85,34961.2,10000
16.1,33284.4,10000
15.4,19453.2,10000
15.4,16792.3,10000
15.44,52277,10000
13.86,84081.1,10000
12.91,111818,10000
14.8,54465.7,10000
14.78,34853.4,10000
14.31,11909.2,10000
14.38,45284.4,10000
14.9,49160,10000
14.21,26356.5,10000
14.01,10338.1,10000
13.95,17661.2,10000
14.0,24819.5,10000
13.81,17264.5,10000
13.72,34375.5,10000
13.16,75896.3,10000
13.48,67575.6,10000
13.85,23177.9,10000
13.71,25018.4,10000
13.61,15165.6,10000
13.7,22455.6,10000
13.68,26623.3,10000
13.98,31578,10000
14.05,16793.9,10000
13.88,11508.7,10000
13.94,32738.3,10000
13.49,7257.51,10000
13.5,6104.38,10000
13.53,45723.4,10000
13.35,21748.1,10000
13.09,57242.7,10000
12.05,90287.3,10000
9.26,50094.1,10000
10.75,30765.7,10000
9.8,102412,10000
6.55,89831,10000
7.9,34042.2,10000
7.8,114473,10000
9.99,24254.5,10000
10.0,58114.6,10000
9.462,41592.1,10000
9.461,29759.8,10000
10.13,44125.5,10000
10.8,38155.5,10000
11.15,15325.4,10000
10.96,22898.7,10000
10.95,8210.38,10000
10.83,33721.1,10000
11.65,9915,10000
11.45,8720.35,10000
11.31,36996.1,10000
10.9,12779.5,10000
10.94,7815.83,10000
10.85,55485.4,10000
9.657,83004.4,10000
8.179,21998.8,10000
8.59,24155.3,10000
9.07,21651.3,10000
8.969,11773.8,10000
8.791,19648.2,10000
8.2,11903.5,10000
8.21,16814.5,10000
8.64,6944.99,10000
8.48,19673.5,10000
8.178,30798.8,10000
7.611,82496.1,10000
6.863,49642.1,10000
7.186,31886.3,10000
6.53,217433,10000
5.03,44484.5,10000
4.774,143793,10000
5.864,63864,10000
6.078,23759.3,10000
5.8,43768.3,10000
5.619,86220.9,10000
4.84,31651.1,10000
4.82,20303.1,10000
4.77,44623.9,10000
5.2,49836.8,10000
5.46,116751,10000
6.112,68164.5,10000
5.637,31651,10000
5.442,55668,10000
5.547,17944.2,10000
5.468,9487.26,10000
5.33,56072.4,10000
4.87,24645.4,10000
4.916,30625.2,10000
4.772,14092.9,10000
4.779,41459.1,10000
5.14,23460.7,10000
5.032,10457.3,10000
5.027,17289.2,10000
5.024,15793.4,10000
4.96,17586.5,10000
4.88,54773.5,10000
4.734,97547.4,10000
4.273,39611.9,10000
4.008,37920.1,10000
4.103,16858.2,10000
4.1,41104.1,10000
3.931,69399.5,10000
4.15,19706.2,10000
4.046,20054.5,10000
3.988,42092.4,10000
3.842,36200.9,10000
3.557,207427,10000
2.56,87859.1,10000
2.419,101865,10000
2.27,48859.5,10000
2.348,72971.1,10000
2.57,120164,10000
3.159,37044.3,10000
3.17,92232.4,10000
2.545,101412,10000
2.771,29400.7,10000
2.773,58696.1,10000
3.04,52365.2,10000
3.19,79542.9,10000
3.581,50686.7,10000
3.27,30980.5,10000
3.248,37893.5,10000
3.15,32311,10000
3.254,24520.7,10000
3.152,39513.1,10000
3.109,52964.5,10000
2.97,17232.3,10000
2.96,23992.2,10000
3.007,60336.7,10000
3.036,52195.1,10000
2.95,33928.8,10000
2.869,44853.2,10000
3.08,20383.3,10000
3.031,9625,10000
2.997,382187,10000
2.22,76420.9,10000
2.329,44208.8,10000
2.56,117277,10000
2.25,98135.6,10000
2.05,78301.2,10000
2.198,79731,10000
2.2,41727.1,10000
2.294,34208.4,10000
2.329,39998.2,10000
2.332,87264.6,10000
2.432,44404.7,10000
2.506,36118.5,10000
2.47,22727.1,10000
2.48,41261.7,10000
2.55,180531,10000
2.75,120145,10000
2.97,63864.1,10000
3.06,57494.9,10000
3.115,123022,10000
2.794,95222.5,10000
2.828,30885,10000
2.88,55600,10000
3.03,58122.2,10000
2.991,39933.7,10000
2.981,34385.4,10000
2.97,74305.7,10000
3.05,108223,10000
3.251,39900,10000
3.136,32658.5,10000
3.25,72477.7,10000
3.15,30094.2,10000
3.2,29868.6,10000
3.2,16480,10000
3.2,10793.7,10000
3.193,139987,10000
3.52,186410,10000
3.95,48793.7,10000
3.89,57206.3,10000
3.89,20496.5,10000
3.947,14933.6,10000
3.94,80800.4,10000
4.225,88825.8,10000
4.018,30159.5,10000
4.074,33837.2,10000
4.186,53069.3,10000
4.166,41068.6,10000
4.248,129731,10000
4.722,108509,10000
5.268,69150.9,10000
5.217,125170,10000
4.881,131171,10000
5.574,182328,10000
6.948,218077,10000
6.697,48387.6,10000
6.81,57193.5,10000
7.114,148407,10000
6.326,110210,10000
6.362,99442.1,10000
6.9,140117,10000
6.8,60228.8,10000
6.41,141896,10000
6.75,62233.3,10000
7.002,122667,10000
6.683,213410,10000
5.6,226681,10000
5.92,114820,10000
6.36,66786.5,10000
6.49,64761.7,10000
6.18,44890.7,10000
6.31,17693,10000
6.356,35663.1,10000
6.29,133115,10000
5.756,123954,10000
5.34,115568,10000
5.292,89708,10000
5.627,46430.4,10000
5.382,42303.1,10000
5.49,48296.7,10000
5.484,115524,10000
6.076,54546.3,10000
6.1,59279.8,10000
5.959,20619.6,10000
5.873,120336,10000
5.689,90258.8,10000
5.453,72748.4,10000
5.69,237943,10000
5.6,89946.1,10000
5.83,39304.9,10000
5.913,69711.3,10000
5.601,81917.2,10000
5.515,170211,10000
5.26,297572,10000
4.463,161801,10000
4.325,166595,10000
4.274,135949,10000
4.41,70406.2,10000
4.222,62365.4,10000
4.387,37299.1,10000
4.373,51784.8,10000
4.272,103837,10000
4.425,164308,10000
5.015,89828.1,10000
5.029,86163.6,10000
4.773,70034.6,10000
4.922,29371.6,10000
4.96,62691.1,10000
4.868,26539.2,10000
4.86,44183.6,10000
4.921,130765,10000
4.705,40075.1,10000
4.614,58826.2,10000
4.82,65828.2,10000
4.984,44532.3,10000
4.99,46167.6,10000
4.938,58089.4,10000
4.93,32723,10000
4.861,28070.7,10000
4.833,42442.9,10000
4.91,22048.2,10000
4.89,127325,10000
5.27,62889.7,10000
5.39,41077.6,10000
5.327,32718.8,10000
5.344,39100.2,10000
5.216,22857,10000
5.279,188889,10000
4.694,66343.9,10000
4.838,46436.9,10000
4.815,58069.9,10000
4.704,54129.9,10000
4.686,39068.6,10000
4.676,71556.3,10000
4.55,69838.1,10000
4.621,73431.8,10000
4.811,38017.1,10000
4.788,37974.8,10000
4.808,39071.8,10000
4.86,35529.1,10000
4.909,35950.6,10000
4.827,80664,10000
4.974,78481.2,10000
4.952,51040.8,10000
4.91,33807.2,10000
4.919,58211.4,10000
4.95,80945.8,10000
4.69,41972.8,10000
4.793,39243.7,10000
4.872,53101.8,10000
4.837,67035.8,10000
4.928,46368.7,10000
4.92,93111.9,10000
4.94,63887.7,10000
4.96,33343.9,10000
4.969,31159.5,10000
4.932,30645.7,10000
4.976,79130.2,10000
5.118,46675.2,10000
5.138,104069,10000
5.35,60922.3,10000
5.26,37109.4,10000
5.204,49367.9,10000
4.96,70989.7,10000
5.098,35642.7,10000
5.132,57360.8,10000
5.098,25868.4,10000
5.109,91591.5,10000
4.979,22226.6,10000
4.904,55767.6,10000
4.949,36680.8,10000
5.0,95963.3,10000
5.074,35421.1,10000
5.134,43629.5,10000
5.067,18841.3,10000
5.077,19299.9,10000
5.05,46182.8,10000
5.06,68203.8,10000
5.05,38921.3,10000
5.044,69983.5,10000
4.85,63129.8,10000
4.96,20875.3,10000
4.946,14046.3,10000
4.93,52846.6,10000
5.006,44144.4,10000
5.035,69369.6,10000
5.089,26622.3,10000
5.1,52580.6,10000
5.118,23155.3,10000
5.099,18690.6,10000
5.09,33624,10000
5.1,46681.9,10000
5.099,52958.3,10000
5.14,28916.5,10000
5.119,23075.7,10000
5.145,16592.7,10000
5.103,15751.2,10000
5.139,27560.8,10000
5.136,61267.1,10000
5.15,39944.2,10000
5.135,39476.5,10000
5.18,44689.1,10000
5.275,15169,10000
5.249,12679.1,10000
5.205,51239.5,10000
5.266,83934.1,10000
5.44,40678.2,10000
5.46,48065.8,10000
5.591,53841.1,10000
5.633,37122.5,10000
5.56,24397.3,10000
5.468,40264,10000
5.575,78982.6,10000
5.7,57237.9,10000
5.929,35039.3,10000
5.954,65639.2,10000
6.5,78196.1,10000
6.4,48800.3,10000
6.164,46832.3,10000
6.31,43883.5,10000
6.499,64069.3,10000
6.67,51943.2,10000
6.68,56823,10000
6.548,20122.2,10000
6.428,33945.3,10000
6.35,62638.9,10000
6.305,48736.7,10000
6.42,41979.6,10000
6.647,42818.4,10000
6.606,26298.8,10000
6.65,20591.6,10000
6.69,20577.6,10000
6.629,32364.2,10000
6.76,71068.5,10000
6.45,33478.8,10000
6.51,45344.7,10000
6.67,43191.4,10000
6.648,37987.9,10000
6.762,18219.9,10000
6.799,61644.1,10000
7.021,70065.8,10000
7.2,41891.4,10000
7.15,64616.6,10000
7.764,65465.7,10000
7.665,16007.1,10000
7.542,26978.3,10000
7.621,103400,10000
8.5,210804,10000
8.8,105946,10000
9.11,48249.7,10000
8.87,154661,10000
8.52,139907,10000
8.846,30070.7,10000
8.41,146396,10000
8.446,40946.9,10000
8.6,64720.9,10000
8.8,32379.7,10000
8.9,26673.6,10000
8.9,16164.6,10000
8.888,11462.6,10000
8.71,51254.5,10000
9.098,70173.6,10000
9.35,68695.7,10000
9.55,126686,10000
10.53,61643.3,10000
10.97,52321.3,10000
10.98,67280.2,10000
10.87,51637.9,10000
10.86,41653.6,10000
11.1,31322.9,10000
11.06,101880,10000
11.06,63597,10000
11.39,21791,10000
11.51,30341,10000
11.62,54035.7,10000
12.04,44014.9,10000
12.19,57562.8,10000
13.25,96604.1,10000
13.5,221034,10000
11.58,88047.8,10000
11.61,238860,10000
8.0,192503,10000
10.1,72082.7,10000
9.915,67513.6,10000
9.807,56015.7,10000
10.1,92077.8,10000
10.6,40232.5,10000
10.62,26331,10000
10.61,175118,10000
10.95,54875.4,10000
10.94,53647.7,10000
10.92,30868.5,10000
10.78,67791.3,10000
10.16,23376.2,10000
9.965,25055.7,10000
10.2,22925.3,10000
10.53,34878.5,10000
10.38,60767.2,10000
11.0,67054.1,10000
11.18,35535.7,10000
11.0,24253.6,10000
11.04,14033.4,10000
11.02,42288.4,10000
11.17,64954.4,10000
11.33,58628,10000
11.36,20574.3,10000
11.4,43259.7,10000
11.74,16272.5,10000
11.75,30297.2,10000
11.87,26612.5,10000
11.89,40949.3,10000
12.25,41883,10000
12.57,32567.3,10000
12.3,35834.8,10000
12.37,14986.6,10000
12.24,39920.7,10000
12.19,27291.8,10000
12.1,21228.6,10000
12.2,23495.2,10000
12.27,19326.7,10000
12.31,26674.8,10000
12.39,17061.7,10000
12.36,7793.91,10000
12.4,24826.7,10000
12.4,50833.3,10000
12.84,32955.1,10000
12.89,37945.2,10000
12.85,31258.4,10000
12.7,24673.4,10000
12.51,63512,10000
11.8,97938.4,10000
11.78,46768.8,10000
11.9,27722.1,10000
12.12,19831.6,10000
12.03,21538,10000
12.0,11861.7,10000
11.86,22891.1,10000
11.74,27101.7,10000
11.84,41184.7,10000
11.85,23553.4,10000
11.84,21880.8,10000
11.94,23177.5,10000
11.74,22110.9,10000
11.74,9375.52,10000
11.63,37622,10000
11.71,54344.5,10000
11.68,21764.7,10000
11.65,84704.9,10000
10.86,98994.7,10000
10.19,47869.8,10000
10.26,22389.6,10000
10.7,37574.8,10000
10.6,26023.3,10000
10.89,40673.4,10000
11.2,50362.1,10000
10.57,24485.3,10000
10.47,16732.9,10000
10.64,16750.3,10000
10.8,21776.7,10000
10.75,26995.3,10000
10.9,31733.8,10000
10.92,26058.8,10000
10.93,14727.1,10000
10.82,13490.5,10000
10.89,12625.5,10000
10.87,39217.2,10000
11.01,16757.5,10000
10.95,24543.1,10000
10.95,31901.2,10000
11.2,58253.2,10000
11.75,19105.5,10000
11.79,15514.1,10000
11.66,25197.9,10000
11.8,27220.2,10000
11.73,19227.8,10000
11.77,58301.3,10000
12.42,18967.9,10000
12.35,19570.4,10000
12.41,24023.7,10000
12.48,35913.8,10000
12.25,33194.7,10000
12.2,30688.2,10000
12.35,26505.3,10000
12.45,24350.3,10000
12.57,14696.4,10000
12.56,14011.9,10000
12.5,26759.6,10000
12.68,63245.7,10000
13.41,29794.9,10000
13.38,46562.5,10000
13.3,32799.6,10000
13.5,13171.5,10000
13.42,28166.6,10000
13.39,24664.9,10000
13.43,28045.9,10000
13.56,37679.2,10000
13.7,24197.7,10000
13.7,70144,10000
13.6,15187.7,10000
13.49,42760.6,10000
13.3,63631.2,10000
13.25,23220.5,10000
13.3,38807.1,10000
13.6,32980.4,10000
13.56,25330.5,10000
13.5,14783.4,10000
13.37,23978.2,10000
13.31,16692.2,10000
13.38,13165.7,10000
13.35,15840.1,10000
13.47,19822,10000
13.42,23813,10000
13.5,26149.1,10000
13.4,11764.2,10000
13.45,15049.8,10000
13.51,28406.2,10000
13.3,17966.8,10000
13.28,18032.2,10000
13.4,29641.9,10000
13.5,21329.9,10000
13.44,12741.1,10000
13.52,25477.7,10000
13.59,42798.4,10000
13.74,28606.4,10000
13.77,51811,10000
14.14,40434.5,10000
14.14,26931.8,10000
14.24,38330.2,10000
14.12,22097,10000
14.35,51573.2,10000
14.25,45532.5,10000
14.73,65489.4,10000
15.5,56097.6,10000
15.7,34588.8,10000
15.62,25982.1,10000
15.7,61502.1,10000
16.8,60975.2,10000
17.26,49439.4,10000
17.5,172009,10000
16.9,80767.5,10000
17.4,34810.6,10000
17.88,23766.8,10000
17.95,57669.4,10000
18.72,86082.1,10000
19.54,45064.8,10000
19.78,99226.7,10000
20.41,49917.5,10000
20.5,80501.6,10000
19.63,34244.3,10000
20.59,52219.1,10000
20.43,29212.4,10000
20.6,51989.6,10000
21.2,64263.8,10000
22.15,48649.9,10000
22.66,38133,10000
23.65,56426.1,10000
23.97,29526.7,10000
24.65,74239.9,10000
25.17,90150.2,10000
24.2,145735,10000
27.22,51714.2,10000
27.1,18826.9,10000
27.22,77042.2,10000
26.81,29744.3,10000
26.95,99699.2,10000
29.42,37209.4,10000
29.65,34730.5,10000
29.8,66951.7,10000
30.25,72278.2,10000
29.8,24274.9,10000
29.89,26779,10000
30.4,42864.3,10000
31.16,30472.8,10000
30.91,126517,10000
33.38,39786.1,10000
34.5,36662.5,10000
34.25,12524.6,10000
34.5,46771.5,10000
36.15,85425.5,10000
40.33,126452,10000
41.02,157316,10000
42.0,47096,10000
44.18,44475.9,10000
46.85,36363.2,10000
46.0,41390.2,10000
48.4,183405,10000
44.29,49497.4,10000
46.92,37034.8,10000
47.17,20224,10000
46.95,16288.5,10000
47.0,13902.6,10000
47.4,65199.8,10000
51.6,111627,10000
59.14,93128.8,10000
64.49,94225.8,10000
70.85,73168.1,10000
69.87,150462,10000
64.35,42006.4,10000
71.93,79730.1,10000
73.8,56654.3,10000
78.5,72182.8,10000
88.92,140227,10000
86.78,83152.8,10000
90.5,37270.5,10000
92.19,21092.4,10000
93.03,90527.3,10000
104.0,81260.8,10000
117.98,152624,10000
135.0,88124.8,10000
132.12,68557.5,10000
142.32,18273.1,10000
142.63,60947.5,10000
162.3,114127,10000
187.5,105725,10000
230.0,190142,10000
165.0,118645,10000
124.9,556289,10000
117.0,238226,10000
93.0,166267,10000
90.0,236632,10000
82.39,572186,10000
68.36,327597,10000
93.07,172935,10000
109.07,257119,10000
118.5,74351.5,10000
127.1,99128.6,10000
119.2,59118.3,10000
127.4,116098,10000
143.48,225857,10000
154.2,187633,10000
141.71,128989,10000
136.9,59870.8,10000
128.0,27503.1,10000
134.44,70186.3,10000
144.0,65198.6,10000
139.23,179989,10000
116.38,234129,10000
106.25,246411,10000
98.1,132583,10000
112.9,84177.8,10000
115.98,150049,10000
112.25,139627,10000
109.61,61680.3,10000
113.2,26894.5,10000
112.8,77443.7,10000
117.7,28023.5,10000
115.64,20575.2,10000
114.82,26134,10000
117.98,87726.1,10000
111.4,117898,10000
114.22,45071.7,10000
118.21,79063.3,10000
123.5,22615.7,10000
123.21,20478.4,10000
122.5,17238.1,10000
122.02,13313.7,10000
122.89,18198.5,10000
123.8,22045.5,10000
126.3,48650,10000
133.1,16816.6,10000
131.99,23327.2,10000
133.5,46796.6,10000
130.64,22748.7,10000
129.0,19177.3,10000
132.25,24566.5,10000
128.8,16466.9,10000
128.82,6309.92,10000
129.3,101115,10000
122.5,28795.3,10000
120.74,21749.7,10000
121.4,16591.7,10000
121.9,21922,10000
118.97,65643.3,10000
111.0,17113.6,10000
107.89,149251,10000
100.44,64125.6,10000
106.35,15933.5,10000
109.0,17540.5,10000
108.78,30276.7,10000
103.95,35923.5,10000
99.99,22476.8,10000
99.8,8619.58,10000
99.9,15024.8,10000
101.95,60446.3,10000
107.35,17421,10000
108.25,42909.5,10000
111.29,37916.6,10000
109.5,7196.65,10000
108.2,10974.2,10000
107.9,28755.7,10000
102.1,93495.9,10000
103.33,13074,10000
104.0,14516.5,10000
101.74,47455.1,10000
94.66,25419.6,10000
95.0,8488.32,10000
97.51,52796.2,10000
88.05,27396.4,10000
90.51,73017.1,10000
78.89,63440.4,10000
80.2,90767.5,10000
68.5,40793.4,10000
69.66,42847,10000
76.5,58514.6,10000
76.0,32217.4,10000
76.7,59672.7,10000
88.0,35244,10000
88.98,101213,10000
93.99,34261.2,10000
98.32,12218.5,10000
94.42,34121.7,10000
98.89,15900.4,10000
97.1,16680.4,10000
98.5,58919.2,10000
90.07,26957.5,10000
92.09,9066,10000
89.82,8614.05,10000
92.0,8215.9,10000
91.6,23790.4,10000
95.56,13827.2,10000
95.09,21666.4,10000
96.95,10435.8,10000
96.02,14637.5,10000
94.4,42022.4,10000
98.78,23930,10000
101.48,26911.8,10000
107.96,44785.6,10000
106.21,13994.5,10000
104.0,26584.8,10000
104.5,8342.92,10000
104.95,6101.21,10000
105.12,14507.9,10000
106.72,12234.6,10000
106.56,6791.45,10000
105.99,23221.3,10000
103.05,10979.4,10000
102.8,3411.33,10000
103.0,7870.9,10000
105.0,19141.6,10000
106.81,17808.5,10000
109.6,49406.7,10000
112.56,14794.8,10000
109.99,12567.5,10000
108.99,12258.7,10000
112.75,9324.88,10000
113.38,51420.1,10000
118.5,23213.9,10000
121.2,29616.9,10000
123.3,12815.4,10000
122.0,18231.2,10000
118.51,8370.82,10000
119.6,7101.52,10000
122.11,10115.3,10000
120.11,52815.7,10000
131.29,11556.1,10000
128.76,7362.92,10000
129.3,44989.8,10000
138.03,30617.8,10000
141.0,13933.4,10000
146.01,10444.5,10000
144.0,15761.5,10000
144.0,27618,10000
132.51,25687.4,10000
130.2,18159.8,10000
121.9,13551.3,10000
128.99,7127.43,10000
126.32,28172.6,10000
133.1,7833.1,10000
132.62,40468.8,10000
142.1,19360.5,10000
139.35,18892.3,10000
140.66,8361.6,10000
136.71,6197.92,10000
138.3,9267.74,10000
139.42,8242.27,10000
139.15,8189.61,10000
140.41,19769.5,10000
135.05,9923.67,10000
133.81,4441.25,10000
134.38,5570.74,10000
134.0,4464.49,10000
133.4,6929.87,10000
134.78,8243.79,10000
135.01,5222.84,10000
137.1,25900.2,10000
138.93,12989.3,10000
142.5,17790.6,10000
143.88,12845.1,10000
141.9,7709.57,10000
140.3,110148,10000
123.0,34445.6,10000
130.99,17710.2,10000
136.82,4479.67,10000
136.7,4660.13,10000
137.8,7362.35,10000
135.8,5227.21,10000
136.49,17494.2,10000
139.5,11075.9,10000
140.41,7250.91,10000
140.1,11024.4,10000
142.89,16167.5,10000
147.53,29993.6,10000
151.37,15730.1,10000
158.09,42784,10000
